IconclassURI,Emojiconclass,IconclassLabel
http://iconclass.org/12U(THEOSOPHY)2181,,"miscellaneous religions, cults and doctrines: theosophy - dedication, e.g. of a sanctuary"
http://iconclass.org/25D11(CHRYSOBERYL),,precious and semiprecious stones: chrysoberyl
http://iconclass.org/25D11(CHRYSOPRASE),,precious and semiprecious stones: chrysoprase
http://iconclass.org/25F32(NIGHTINGALE),,song-birds: nightingale
http://iconclass.org/25F39(TURTLE+DOVE),,other birds: turtle dove
http://iconclass.org/25F62(HIPPOCAMPUS),,bony fishes: hippocampus
http://iconclass.org/25F62(RED+HERRING),,'red' or smoked herring : Use 41 C 68 (SMOKED HERRING); herring : Use 25 F 62 (HERRING)
http://iconclass.org/25F711(DRAGON-FLY),,insects: dragon-fly
http://iconclass.org/25F711(SCARABAEUS),,insects: scarabaeus
http://iconclass.org/25F72(CUTTLE-FISH),,molluscs: cuttle-fish
http://iconclass.org/25FF24(CATOBLEPAS),,fabulous animals ~ hoofed animals: catoblepas
http://iconclass.org/25FF24(RHINOCEROS),,hoofed animals: rhinoceros - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF39(KINGFISHER),,other birds: kingfisher - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF39(WOODPECKER),,other birds: woodpecker - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF62(BUTTERFISH),,bony fishes: butterfish - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF62(PILOT-FISH),,bony fishes: pilot-fish - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF62(SHEAT-FISH),,bony fishes: sheat-fish - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF62(SWORD-FISH),,bony fishes: sword-fish - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF711(BUTTERFLY),,insects: butterfly - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF711(GLOW-WORM),,insects: glow-worm - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF74(SEA-URCHIN),,echinoderms: sea-urchin - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25FF75(JELLY-FISH),,coelenterata: jelly-fish - FF - fabulous animals (sometimes wrongly called 'grotesques'); 'Mostri' (Ripa)
http://iconclass.org/25G21(POMEGRANATE),,fruits: pomegranate
http://iconclass.org/25G21(SPRUCE-CONE),,fruits: spruce-cone
http://iconclass.org/25G3(COCONUT-TREE),,trees: coconut-tree
http://iconclass.org/25G3(WHITE+POPLAR),,trees: white poplar
http://iconclass.org/25G4(FIELD+ERYNGO),,plants and herbs: field eryngo
http://iconclass.org/25G4(GIANT+FENNEL),,plants and herbs: giant fennel
http://iconclass.org/25GG21(STRAWBERRY),,"fruits: strawberry - GG - fantastic plants, fabulous vegetation"
http://iconclass.org/25GG3(ALMOND-TREE),,"trees: almond-tree - GG - fantastic plants, fabulous vegetation"
http://iconclass.org/25GG3(QUINCE-TREE),,"trees: quince-tree - GG - fantastic plants, fabulous vegetation"
http://iconclass.org/25GG3(WALNUT-TREE),,"trees: walnut-tree - GG - fantastic plants, fabulous vegetation"
http://iconclass.org/25GG41(HELIOTROPE),,"flowers: heliotrope - GG - fantastic plants, fabulous vegetation"
http://iconclass.org/25GG41(IMMORTELLE),,"flowers: immortelle - GG - fantastic plants, fabulous vegetation"
http://iconclass.org/25GG41(WATER-LILY),,"flowers: water-lily - GG - fantastic plants, fabulous vegetation"
http://iconclass.org/31AA4624(SYPHILIS),,skin and venereal diseases: syphilis - AA - epidemic diseases
http://iconclass.org/31AA4629(ERGOTISM),,poisoning: ergotism - AA - epidemic diseases
http://iconclass.org/32B311(ENGLISHMEN),,Europeans: Englishmen
http://iconclass.org/41C27(ROLLING-PIN),,kitchen-utensils: rolling-pin
http://iconclass.org/41C323(BERKEMEYER),,"glass, rummer: berkemeyer"
http://iconclass.org/41D211(COURT+GOWN),,"dress, gown: court gown or court dress"
http://iconclass.org/41D221(CLOCHE+HAT),,head-gear: cloche hat
http://iconclass.org/41D252(NIGHT-GOWN),,nightwear: night-gown
http://iconclass.org/46A1241(ST.+JOHN)1,,"knighthood order of St. John - insignia of a knighthood order, e.g.: badge, chain (with NAME of order)"
http://iconclass.org/48C168(ARCHITRAVE),,other architectural details: architrave
http://iconclass.org/48C34(TOUCH-STONE),,"tools, implements of craftsman: touch-stone"
http://iconclass.org/49D511(PROTRACTOR),,drawing-instruments: protractor
http://iconclass.org/49L67(PAPERWEIGHT),,other writing accessories: paperweight
http://iconclass.org/71U5(Judith+16:23),,Judith's death
http://iconclass.org/71Y4(Eccles.+30:1),,'he who loves his son will whip him often' ~ father spanking his son
http://iconclass.org/81(NIBELUNGENLIED),,'Nibelungenlied'
http://iconclass.org/82A(FILIPPO'S+SON),,Filippo's son
http://iconclass.org/82AA(LADY+MACBETH),,Lady Macbeth
"http://iconclass.org/83(D'URFE,+Astrée)",,"(scenes from) specific works of literature: D'Urfé, Astrée"
"http://iconclass.org/83(HOOFT,+Granida)",,"(scenes from) specific works of literature: Hooft, Granida"
http://iconclass.org/85(COCK+AND+PEARL),,fable of the Cock and the Pearl
http://iconclass.org/92B18(THUNDERBOLT),,attributes of Jupiter: thunderbolt
http://iconclass.org/95A(ERICHTHONIUS)1,,"early life, prime youth of Erichthonius"
http://iconclass.org/95A(ERICHTHONIUS)2,,(story of) Erichthonius (Erechtheus) - love-affairs
http://iconclass.org/95A(ERICHTHONIUS)3,,(story of) Erichthonius (Erechtheus) - most important deeds
http://iconclass.org/95A(ERICHTHONIUS)4,,"(story of) Erichthonius (Erechtheus) - aggressive, unfriendly activities and relationships"
http://iconclass.org/95A(ERICHTHONIUS)5,,"(story of) Erichthonius (Erechtheus) - non-aggressive, friendly or neutral activities and relationships"
http://iconclass.org/95A(ERICHTHONIUS)6,,"(story of) Erichthonius (Erechtheus) - suffering, misfortune"
http://iconclass.org/95A(ERICHTHONIUS)7,,"(story of) Erichthonius (Erechtheus) - specific aspects, allegorical aspects, as patron of"
http://iconclass.org/95A(ERICHTHONIUS)8,,(story of) Erichthonius (Erechtheus) - attributes
http://iconclass.org/95A(ERYSICHTHON)11,,(story of) Erysichthon - birth
http://iconclass.org/95A(ERYSICHTHON)12,,"(story of) Erysichthon - infancy, upbringing"
http://iconclass.org/95A(ERYSICHTHON)41,,Erysichthon fells an oak consecrated to Ceres
http://iconclass.org/95A(ERYSICHTHON)61,,"a nymph is sent to Fames in Ceres' chariot, in order to punish Erysichthon"
http://iconclass.org/95A(ERYSICHTHON)68,,"suffering, misfortune of Erysichthon - death"
http://iconclass.org/95A(ERYSICHTHON)69,,"suffering, misfortune of Erysichthon - apotheosis, deification"
http://iconclass.org/95A(ERYSICHTHON)78,,(story of) Erysichthon - triumph
http://iconclass.org/95A(ERYSICHTHON)79,,"(story of) Erysichthon - veneration, honoured by"
http://iconclass.org/95A(HIPPOLYTUS)681,,Hippolytus is restored to life by Aesculapius; Diana standing nearby
http://iconclass.org/95A(NEOPTOLEMUS)11,,"(story of) Neoptolemus, son of Achilles - birth"
http://iconclass.org/95A(NEOPTOLEMUS)12,,"(story of) Neoptolemus, son of Achilles - infancy, upbringing"
http://iconclass.org/95A(NEOPTOLEMUS)21,,Neoptolemus and Hermione
http://iconclass.org/95A(NEOPTOLEMUS)68,,"death of Neoptolemus: he is killed in Delphi, possibly by Orestes"
http://iconclass.org/95A(NEOPTOLEMUS)69,,"suffering, misfortune of Neoptolemus - apotheosis, deification"
http://iconclass.org/95A(NEOPTOLEMUS)78,,"(story of) Neoptolemus, son of Achilles - triumph"
http://iconclass.org/95A(NEOPTOLEMUS)79,,"(story of) Neoptolemus, son of Achilles - veneration, honoured by"
http://iconclass.org/95A(TROPHONIUS)681,,Trophonius gives oracles in a cave (discovered by the Boeotians by means of a swarm of bees)
http://iconclass.org/95B(MINYAN+WOMEN)1,,"(story of) the wives of the Minyans - early life, prime youth"
http://iconclass.org/95B(MINYAN+WOMEN)2,,(story of) the wives of the Minyans - love-affairs
http://iconclass.org/95B(MINYAN+WOMEN)3,,(story of) the wives of the Minyans - most important deeds
http://iconclass.org/95B(MINYAN+WOMEN)4,,"(story of) the wives of the Minyans - aggressive, unfriendly activities and relationships"
http://iconclass.org/95B(MINYAN+WOMEN)5,,"non-aggressive, friendly or neutral activities and relationships of the wives of the Minyans"
http://iconclass.org/95B(MINYAN+WOMEN)6,,"(story of) the wives of the Minyans - suffering, misfortune"
http://iconclass.org/95B(MINYAN+WOMEN)7,,"(story of) the wives of the Minyans - specific aspects, allegorical aspects, as patron of"
http://iconclass.org/95B(MINYAN+WOMEN)8,,(story of) the wives of the Minyans - attributes
http://iconclass.org/96A19(DIUS+FIDIUS),,other male Roman deities: Dius Fidius
http://iconclass.org/96C(TITUS+TATIUS)1,,"(story of) Titus Tatius - early life, prime youth"
http://iconclass.org/96C(TITUS+TATIUS)2,,(story of) Titus Tatius - love-affairs
http://iconclass.org/96C(TITUS+TATIUS)3,,(story of) Titus Tatius - most important deeds
http://iconclass.org/96C(TITUS+TATIUS)4,,"(story of) Titus Tatius - aggressive, unfriendly activities and relationships"
http://iconclass.org/96C(TITUS+TATIUS)5,,"(story of) Titus Tatius - non-aggressive, friendly or neutral activities and relationships"
http://iconclass.org/96C(TITUS+TATIUS)6,,"suffering, misfortune of Titus Tatius"
http://iconclass.org/96C(TITUS+TATIUS)7,,"(story of) Titus Tatius - specific aspects, allegorical aspects, as patron of"
http://iconclass.org/96C(TITUS+TATIUS)8,,(story of) Titus Tatius - attributes
http://iconclass.org/96D(RHEA+SILVIA)11,,(story of) Rhea Silvia - birth
http://iconclass.org/96D(RHEA+SILVIA)12,,"(story of) Rhea Silvia - infancy, upbringing"
http://iconclass.org/96D(RHEA+SILVIA)61,,"Amulius makes Rhea Silvia (Ilia) a Vestal, thus condemning her to perpetual virginity"
http://iconclass.org/96D(RHEA+SILVIA)62,,"Rhea Silvia, after having given birth to Romulus and Remus, is flung into prison by her uncle Amulius"
http://iconclass.org/96D(RHEA+SILVIA)68,,death of Rhea Silvia: she is drowned by Amulius
http://iconclass.org/96D(RHEA+SILVIA)69,,"suffering, misfortune of Rhea Silvia - apotheosis, deification"
http://iconclass.org/96D(RHEA+SILVIA)78,,(story of) Rhea Silvia - triumph
http://iconclass.org/96D(RHEA+SILVIA)79,,"(story of) Rhea Silvia - veneration, honoured by"
http://iconclass.org/96D(SABINE+WOMEN)1,,"(story of) the Sabine women - early life, prime youth"
http://iconclass.org/96D(SABINE+WOMEN)2,,(story of) the Sabine women - love-affairs
http://iconclass.org/96D(SABINE+WOMEN)3,,(story of) the Sabine women - most important deeds
http://iconclass.org/96D(SABINE+WOMEN)4,,"(story of) the Sabine women - aggressive, unfriendly activities and relationships"
http://iconclass.org/96D(SABINE+WOMEN)5,,"(story of) the Sabine women - non-aggressive, friendly or neutral activities and relationships"
http://iconclass.org/96D(SABINE+WOMEN)6,,"suffering, misfortune of the Sabine women"
http://iconclass.org/96D(SABINE+WOMEN)7,,"(story of) the Sabine women - specific aspects, allegorical aspects, as patron of"
http://iconclass.org/96D(SABINE+WOMEN)8,,(story of) the Sabine women - attributes
http://iconclass.org/98B(ABDALONYMUS)51,,"Abdalonymus, the gardener, is presented with the regalia of Sidon by the emissaries of Alexander the Great"
http://iconclass.org/98B(ABDALONYMUS)68,,"(story of) Abdalonymus, the gardener - death of person from classical history"
http://iconclass.org/98B(ABDALONYMUS)69,,"(story of) Abdalonymus, the gardener - apotheosis, deification of person from classical history"
"http://iconclass.org/98B(ALBINIUS,+L.)1",,"(story of) Lucius Albinius - early life, infancy, upbringing of person from classical history"
"http://iconclass.org/98B(ALBINIUS,+L.)2",,(story of) Lucius Albinius - love-affairs of person from classical history
"http://iconclass.org/98B(ALBINIUS,+L.)3",,(story of) Lucius Albinius - representations to which the NAME of a person from classical history may be attached
"http://iconclass.org/98B(ALBINIUS,+L.)4",,(story of) Lucius Albinius - aggressive relationships of person from classical history
"http://iconclass.org/98B(ALBINIUS,+L.)5",,non-aggressive activities of Lucius Albinius
"http://iconclass.org/98B(ALBINIUS,+L.)6",,"(story of) Lucius Albinius - suffering, misfortune of person from classical history"
"http://iconclass.org/98B(ALBINIUS,+L.)7",,(story of) Lucius Albinius - post-mortem occurrences ~ person from classical history
"http://iconclass.org/98B(ALBINIUS,+L.)8",,"(story of) Lucius Albinius - fabulous, clearly legendary extensions ~ person from classical history"
"http://iconclass.org/98B(ALBINIUS,+L.)9",,(story of) Lucius Albinius - portrait of person from classical history
http://iconclass.org/98B(ANCUS+MARTIUS),,(story of) King Ancus Martius (Marcius)
http://iconclass.org/98B(ANTIOCHUS+I)61,,"Antiochus I (Soter) and Stratonice: by taking Antiochus' pulse when Stratonice enters the room, the physician discovers that the love for his stepmother is the cause of his illness (King Seleucus subsequently hands his kingdom and his wife over to his son)"
http://iconclass.org/98B(ANTIOCHUS+I)68,,"suffering, misfortune of Antiochus I (Soter) - death of person from classical history"
http://iconclass.org/98B(ANTIOCHUS+I)69,,"suffering, misfortune of Antiochus I (Soter) - apotheosis, deification of person from classical history"
http://iconclass.org/98B(ANTIOCHUS+III),,(story of) Antiochus III (the Great)
"http://iconclass.org/98B(AQUILIUS,+M'.)",,(story of) Manius Aquilius
http://iconclass.org/98B(ARISTOMENES)61,,Aristomenes escaping from prison
http://iconclass.org/98B(ARISTOMENES)68,,"suffering, misfortune of Aristomenes - death of person from classical history"
http://iconclass.org/98B(ARISTOMENES)69,,"suffering, misfortune of Aristomenes - apotheosis, deification of person from classical history"
"http://iconclass.org/98B(BRUTUS,+D.J.)1",,"(story of) Decimus Junius Brutus - early life, infancy, upbringing of person from classical history"
"http://iconclass.org/98B(BRUTUS,+D.J.)2",,(story of) Decimus Junius Brutus - love-affairs of person from classical history
